segment_id,annotation_id,start_sec,end_sec,speaker,emotion,vocal_delivery,transcript_len
504,45,4.11,7.83,Speaker 1,sad,laughing,109
505,45,8.22,11.49,Speaker 1,sad,hesitant,50
506,45,12.32,15.83,Speaker 3,anxious,laughing,22
507,45,16.43,19.34,N/A,confused,monotone,95
508,45,20.54,24.09,Speaker 1,confused,calm,102
509,45,24.65,28.5,Speaker 1,neutral,calm,106
510,45,28.75,32.59,Speaker 2,angry,fast,105
511,45,32.86,36.23,Speaker 1,anxious,laughing,9
512,45,36.97,39.87,Speaker 1,sad,whisper,56
513,45,41.08,44.95,Speaker 1,frustrated,calm,5
514,45,45.18,49.22,Speaker 1,angry,monotone,55
515,45,49.29,53.18,N/A,confused,calm,48
516,46,0.0,5.97,N/A,excited,monotone,61
517,46,6.67,11.47,Speaker 3,excited,fast,53
518,46,13.35,18.42,Speaker 2,neutral,emphatic,100
519,46,20.02,26.13,N/A,confused,hesitant,116
520,46,26.7,32.51,Speaker 3,excited,hesitant,23
521,46,33.38,38.1,Speaker 2,neutral,laughing,99
522,46,40.05,45.29,N/A,frustrated,laughing,74
523,46,46.72,53.4,Speaker 2,happy,fast,84
524,47,0.0,5.19,Speaker 3,frustrated,monotone,3
525,47,6.9,13.19,Speaker 3,angry,monotone,24
526,48,0.0,3.04,Speaker 1,confused,calm,42
527,48,3.45,6.82,Speaker 2,angry,hesitant,91
528,48,6.9,9.5,Speaker 3,neutral,calm,18
529,48,10.35,13.37,Speaker 2,happy,laughing,67
530,49,0.0,4.57,N/A,confused,whisper,40
531,49,4.6,8.06,Speaker 3,sad,whisper,75
532,49,9.2,13.54,N/A,anxious,whisper,88
533,50,0.0,6.02,Speaker 1,confused,fast,42
534,50,6.75,12.98,Speaker 2,frustrated,hesitant,21
535,51,0.0,5.87,Speaker 1,neutral,emphatic,56
536,51,6.28,12.05,Speaker 2,excited,emphatic,112
537,51,12.55,17.66,N/A,happy,laughing,61
538,51,18.83,24.7,Speaker 2,angry,emphatic,9
539,51,25.1,31.0,Speaker 1,anxious,calm,40
540,51,31.38,36.26,Speaker 1,happy,hesitant,21
541,51,37.65,43.71,Speaker 2,happy,monotone,120
542,51,43.92,50.01,Speaker 1,frustrated,monotone,78
543,52,0.0,4.15,Speaker 3,anxious,hesitant,30
544,52,4.56,7.89,N/A,confused,fast,6
545,52,9.13,12.82,N/A,happy,hesitant,105
546,52,13.69,17.79,N/A,sad,calm,3
547,52,18.25,21.73,Speaker 3,happy,emphatic,108
548,52,22.82,26.17,N/A,confused,emphatic,114
549,52,27.38,31.48,Speaker 1,excited,fast,47
550,52,31.95,36.35,Speaker 3,angry,emphatic,5
551,52,36.51,40.06,N/A,anxious,fast,107
552,52,41.07,44.63,Speaker 1,angry,laughing,89
553,52,45.64,49.74,Speaker 1,frustrated,laughing,69
554,53,0.0,4.55,Speaker 2,confused,hesitant,10
555,53,5.22,9.49,Speaker 1,angry,calm,96
556,53,10.44,14.8,Speaker 2,sad,laughing,24
557,53,15.66,19.51,N/A,happy,whisper,55
558,53,20.88,24.85,Speaker 2,anxious,hesitant,116
559,53,26.1,30.89,Speaker 1,happy,emphatic,71
560,53,31.32,35.6,Speaker 3,anxious,monotone,58
561,53,36.54,41.63,Speaker 1,excited,calm,53
562,53,41.76,45.65,Speaker 1,happy,monotone,99
563,53,46.98,50.79,Speaker 3,frustrated,emphatic,33
564,54,0.0,2.65,Speaker 3,sad,calm,95
565,54,3.73,6.87,Speaker 3,frustrated,calm,43
566,54,7.46,10.98,Speaker 3,anxious,hesitant,107
567,54,11.19,14.35,Speaker 1,sad,fast,38
568,54,14.91,18.61,N/A,frustrated,hesitant,93
569,54,18.64,21.72,Speaker 1,sad,emphatic,27
570,54,22.37,26.0,N/A,confused,laughing,66
571,54,26.1,29.68,Speaker 1,angry,calm,39
572,54,29.83,33.23,N/A,angry,laughing,108
573,54,33.56,36.75,Speaker 1,angry,fast,112
574,54,37.29,40.83,Speaker 1,sad,calm,58
575,54,41.01,43.68,Speaker 3,sad,hesitant,47
576,54,44.74,48.27,N/A,happy,whisper,3
577,54,48.47,51.35,N/A,confused,fast,111
578,55,0.0,3.01,Speaker 2,sad,whisper,28
579,55,3.14,5.98,Speaker 3,excited,monotone,2
580,55,6.29,9.3,Speaker 1,confused,fast,82
581,55,9.43,11.79,Speaker 1,sad,hesitant,77
582,55,12.57,15.53,Speaker 3,anxious,emphatic,114
583,55,15.72,18.27,Speaker 3,confused,hesitant,27
584,55,18.86,21.5,N/A,happy,calm,65
585,55,22.0,25.15,Speaker 3,anxious,hesitant,87
586,55,25.15,27.45,Speaker 1,frustrated,hesitant,81
587,55,28.29,30.8,Speaker 3,anxious,whisper,91
588,55,31.43,34.53,Speaker 3,sad,fast,66
589,55,34.58,37.5,Speaker 1,excited,whisper,40
590,55,37.72,40.56,Speaker 1,confused,hesitant,33
591,55,40.87,43.92,N/A,excited,whisper,4
592,55,44.01,46.76,Speaker 2,frustrated,whisper,91
593,55,47.15,49.56,N/A,frustrated,monotone,38
594,55,50.3,53.29,Speaker 2,anxious,calm,60
595,55,53.44,55.76,Speaker 3,angry,whisper,115
596,55,56.58,59.1,Speaker 1,sad,hesitant,28
597,55,59.73,62.63,Speaker 3,excited,laughing,113
598,55,62.87,65.38,Speaker 3,anxious,emphatic,108
599,55,66.01,68.32,Speaker 1,happy,emphatic,113
600,55,69.16,71.54,Speaker 1,excited,monotone,38
601,56,0.0,4.42,Speaker 2,happy,emphatic,42
602,56,5.56,10.51,Speaker 2,frustrated,whisper,7
603,56,11.12,15.02,Speaker 3,sad,laughing,99
604,56,16.68,20.86,Speaker 2,confused,laughing,97
605,56,22.25,27.44,Speaker 2,excited,whisper,54
606,56,27.81,32.37,N/A,excited,calm,4
607,56,33.37,38.15,Speaker 3,neutral,hesitant,96
608,56,38.93,44.21,Speaker 2,neutral,whisper,0
609,56,44.49,49.43,Speaker 2,sad,whisper,112
610,56,50.05,54.52,Speaker 2,happy,emphatic,64
611,56,55.62,60.49,Speaker 2,happy,laughing,5
612,56,61.18,65.57,Speaker 3,confused,whisper,66
613,56,66.74,71.63,Speaker 3,excited,whisper,17
614,57,0.0,5.61,Speaker 2,angry,fast,93
615,57,7.95,13.57,Speaker 2,happy,hesitant,91
616,58,0.0,2.84,Speaker 1,excited,emphatic,48
617,58,3.98,6.9,Speaker 3,confused,whisper,19
618,58,7.95,10.98,Speaker 1,anxious,emphatic,84
619,58,11.93,14.83,Speaker 3,angry,emphatic,106
620,59,0.0,3.96,Speaker 2,frustrated,whisper,52
621,59,4.17,7.46,Speaker 1,confused,fast,88
622,59,8.34,12.43,Speaker 3,sad,calm,1
623,59,12.51,16.27,Speaker 1,confused,fast,11
624,59,16.68,20.57,Speaker 1,happy,hesitant,82
625,59,20.85,24.06,Speaker 3,anxious,emphatic,6
626,59,25.02,28.06,Speaker 2,neutral,laughing,37
627,59,29.19,32.56,Speaker 3,excited,whisper,14
628,59,33.36,36.4,Speaker 1,neutral,laughing,17
629,59,37.53,41.28,Speaker 2,frustrated,hesitant,114
630,60,0.0,5.9,N/A,excited,whisper,113
631,60,6.5,12.6,Speaker 1,angry,whisper,92
632,61,0.0,6.63,Speaker 1,angry,emphatic,117
633,61,7.1,13.11,N/A,confused,calm,8
634,61,14.2,19.73,Speaker 3,neutral,whisper,111
635,61,21.3,27.71,Speaker 2,frustrated,monotone,66
636,62,0.0,4.23,Speaker 1,neutral,whisper,119
637,62,5.68,9.92,N/A,confused,laughing,21
638,62,11.36,15.46,N/A,frustrated,fast,42
639,62,17.04,22.67,Speaker 1,sad,monotone,82
640,62,22.72,27.34,Speaker 2,happy,emphatic,56
641,63,0.0,2.33,Speaker 1,happy,laughing,77
642,63,3.28,6.52,Speaker 3,sad,whisper,85
643,63,6.55,9.3,Speaker 3,frustrated,laughing,6
644,63,9.83,12.93,N/A,frustrated,monotone,98
645,63,13.11,16.01,N/A,frustrated,whisper,57
646,63,16.38,18.79,Speaker 2,neutral,hesitant,45
647,63,19.66,22.77,Speaker 3,frustrated,whisper,13
648,63,22.94,25.28,Speaker 2,confused,fast,105
649,63,26.22,29.21,N/A,happy,hesitant,78
650,63,29.49,31.98,Speaker 1,excited,fast,58
651,63,32.77,35.87,Speaker 2,frustrated,calm,96
652,63,36.05,38.75,Speaker 1,confused,emphatic,84
653,63,39.32,42.2,Speaker 2,confused,calm,67
654,64,0.0,6.53,Speaker 2,happy,emphatic,84
655,64,7.1,13.35,Speaker 3,excited,emphatic,77
656,64,14.2,21.12,Speaker 2,anxious,emphatic,43
657,64,21.3,28.34,N/A,angry,fast,52
658,64,28.4,34.65,Speaker 3,frustrated,whisper,94
659,64,35.5,42.46,Speaker 2,sad,fast,79
660,65,0.0,3.03,N/A,anxious,laughing,54
661,65,3.47,6.73,Speaker 1,neutral,emphatic,18
662,65,6.93,9.41,Speaker 1,sad,hesitant,96
663,65,10.4,13.64,Speaker 3,anxious,fast,107
664,65,13.86,16.35,Speaker 3,sad,laughing,69
665,65,17.33,19.79,N/A,happy,monotone,111
666,65,20.79,23.92,Speaker 2,excited,fast,65
667,65,24.26,27.5,Speaker 3,neutral,emphatic,49
668,65,27.72,30.58,Speaker 3,neutral,calm,95
669,65,31.19,33.87,N/A,sad,whisper,90
670,65,34.65,37.82,Speaker 3,sad,laughing,92
671,65,38.12,41.55,Speaker 3,confused,fast,87
672,65,41.58,44.09,Speaker 2,happy,emphatic,5
673,65,45.05,47.92,Speaker 3,angry,fast,74
674,65,48.51,51.82,Speaker 1,frustrated,emphatic,90
675,65,51.98,55.38,Speaker 1,angry,hesitant,76
676,65,55.44,57.92,Speaker 3,confused,laughing,73
677,65,58.91,61.91,Speaker 1,frustrated,monotone,28
678,65,62.37,65.79,Speaker 1,angry,emphatic,69
679,65,65.84,68.82,Speaker 1,frustrated,fast,113
680,65,69.3,71.95,Speaker 3,frustrated,hesitant,37
681,65,72.77,75.42,N/A,neutral,calm,85
682,65,76.23,79.02,Speaker 2,sad,calm,87
683,66,0.0,4.54,N/A,confused,calm,37
684,66,5.31,10.46,Speaker 2,frustrated,monotone,10
685,66,10.63,15.86,Speaker 2,neutral,whisper,8
686,66,15.94,20.0,Speaker 2,excited,laughing,13
687,66,21.25,25.3,N/A,happy,whisper,87
688,66,26.57,30.53,N/A,frustrated,calm,11
689,66,31.88,35.72,Speaker 2,anxious,monotone,9
690,66,37.19,41.83,Speaker 2,anxious,emphatic,49
691,66,42.51,46.95,N/A,excited,hesitant,2
692,66,47.82,52.16,Speaker 1,neutral,whisper,92
693,66,53.13,57.84,Speaker 1,happy,hesitant,118
694,66,58.45,62.97,Speaker 3,anxious,monotone,11
695,66,63.76,67.93,N/A,excited,emphatic,105
696,66,69.07,73.85,N/A,angry,monotone,28
697,66,74.39,78.32,N/A,anxious,whisper,18
698,67,0.0,3.73,N/A,happy,hesitant,26
699,67,5.31,10.23,Speaker 3,sad,emphatic,115
700,67,10.63,15.38,Speaker 2,angry,fast,28
701,67,15.94,20.64,Speaker 3,sad,calm,23
702,67,21.25,26.04,Speaker 1,confused,whisper,70
703,67,26.57,30.4,Speaker 1,anxious,calm,25
704,67,31.88,36.76,N/A,frustrated,hesitant,16
705,67,37.19,41.98,Speaker 2,happy,hesitant,79
706,67,42.51,46.34,Speaker 2,frustrated,emphatic,57
707,67,47.82,52.06,Speaker 3,angry,monotone,72
708,67,53.13,57.43,Speaker 3,excited,fast,0
709,67,58.45,62.67,Speaker 2,excited,hesitant,107
710,67,63.76,68.05,Speaker 3,confused,emphatic,57
711,67,69.07,73.36,Speaker 3,confused,monotone,13
712,67,74.39,78.39,Speaker 1,anxious,laughing,105
713,68,0.0,2.98,Speaker 2,neutral,monotone,33
714,68,3.2,5.96,N/A,angry,hesitant,50
715,68,6.4,8.85,Speaker 3,angry,emphatic,64
716,68,9.6,12.33,N/A,frustrated,monotone,1
717,68,12.8,15.68,Speaker 2,angry,emphatic,20
718,69,0.0,5.04,Speaker 2,neutral,whisper,26
719,69,6.46,11.99,Speaker 3,excited,emphatic,117
720,69,12.92,18.33,Speaker 1,neutral,whisper,41
721,69,19.38,24.11,Speaker 3,anxious,monotone,69
722,69,25.85,31.47,N/A,excited,hesitant,75
723,69,32.31,38.1,Speaker 1,anxious,emphatic,116
724,69,38.77,43.72,N/A,frustrated,laughing,111
725,69,45.23,50.42,N/A,neutral,monotone,112
726,69,51.69,56.48,Speaker 2,sad,calm,65
727,69,58.15,63.92,Speaker 2,angry,fast,20
728,69,64.62,69.84,Speaker 1,sad,emphatic,103
729,69,71.08,76.24,Speaker 1,confused,whisper,61
730,69,77.54,82.99,Speaker 2,excited,calm,31
731,70,0.0,2.32,Speaker 3,angry,monotone,51
732,70,3.23,6.07,Speaker 1,anxious,calm,27
733,70,6.46,9.16,N/A,confused,fast,28
734,70,9.69,12.76,Speaker 2,angry,monotone,84
735,70,12.92,15.68,Speaker 2,frustrated,emphatic,76
736,70,16.15,18.99,Speaker 2,excited,emphatic,16
737,70,19.38,21.75,Speaker 2,excited,laughing,19
738,70,22.62,25.46,Speaker 2,confused,monotone,76
739,70,25.85,28.15,Speaker 1,happy,emphatic,84
740,70,29.08,31.46,Speaker 1,excited,monotone,53
741,70,32.31,34.93,Speaker 1,excited,fast,120
742,70,35.54,38.58,N/A,frustrated,monotone,102
743,70,38.77,41.75,Speaker 1,excited,fast,32
744,70,42.0,44.72,Speaker 2,happy,hesitant,76
745,70,45.23,48.34,N/A,anxious,fast,0
746,70,48.46,51.41,Speaker 1,happy,monotone,0
747,70,51.69,54.32,Speaker 2,frustrated,emphatic,46
748,70,54.92,57.29,N/A,anxious,hesitant,109
749,70,58.15,60.93,Speaker 3,anxious,whisper,50
750,70,61.38,64.38,N/A,confused,fast,47
751,70,64.62,67.42,N/A,anxious,hesitant,73
752,70,67.85,70.44,N/A,angry,laughing,110
753,70,71.08,73.98,Speaker 2,confused,laughing,89
754,70,74.31,77.49,Speaker 1,sad,monotone,51
755,70,77.54,80.56,Speaker 1,angry,emphatic,81
756,70,80.77,83.04,Speaker 1,angry,emphatic,118
757,71,0.0,5.48,N/A,anxious,whisper,76
758,71,5.6,9.62,Speaker 2,confused,emphatic,1
759,71,11.2,15.46,Speaker 3,sad,calm,100
760,71,16.8,21.73,Speaker 2,angry,whisper,4
761,71,22.4,26.92,Speaker 1,angry,calm,35
762,71,28.0,33.23,Speaker 3,excited,emphatic,75
763,71,33.6,37.86,Speaker 1,happy,calm,70
764,71,39.2,43.6,Speaker 3,frustrated,laughing,35
765,71,44.8,49.1,Speaker 2,confused,emphatic,73
766,71,50.4,54.33,Speaker 2,excited,monotone,13
767,71,56.0,60.86,Speaker 3,frustrated,calm,102
768,71,61.6,66.38,Speaker 3,anxious,whisper,56
769,71,67.2,72.74,N/A,sad,laughing,43
770,71,72.8,78.33,N/A,confused,monotone,110
771,71,78.4,82.37,Speaker 1,anxious,calm,48
772,72,0.0,4.7,N/A,frustrated,calm,70
773,72,5.97,11.83,N/A,frustrated,hesitant,27
774,72,11.95,17.74,Speaker 3,angry,whisper,87
775,72,17.92,23.77,Speaker 2,confused,whisper,25
776,72,23.9,28.5,Speaker 2,anxious,fast,29
777,72,29.88,34.42,Speaker 2,frustrated,fast,99
778,72,35.85,40.22,Speaker 1,confused,monotone,0
779,72,41.83,47.38,Speaker 1,confused,hesitant,79
780,73,0.0,5.6,Speaker 2,neutral,monotone,102
781,73,6.83,12.48,Speaker 1,frustrated,emphatic,110
782,73,13.66,19.84,Speaker 2,confused,calm,89
783,73,20.49,26.33,Speaker 3,neutral,calm,86
784,73,27.31,32.53,Speaker 1,frustrated,hesitant,78
785,73,34.14,40.69,Speaker 2,anxious,fast,34
786,73,40.97,46.72,Speaker 3,frustrated,fast,63
787,74,0.0,4.92,Speaker 2,excited,laughing,48
788,74,5.38,9.45,Speaker 2,confused,laughing,1
789,74,10.75,14.8,N/A,angry,laughing,80
790,74,16.12,20.72,Speaker 3,confused,hesitant,32
791,75,0.0,6.77,N/A,happy,emphatic,95
792,75,7.17,12.9,Speaker 3,frustrated,monotone,71
793,75,14.33,21.35,Speaker 3,frustrated,calm,52
794,76,0.0,5.08,N/A,anxious,emphatic,80
795,76,5.25,10.43,Speaker 2,frustrated,emphatic,80
796,76,10.5,15.14,N/A,happy,calm,20
797,76,15.75,19.97,Speaker 3,frustrated,whisper,37
798,76,21.0,25.79,N/A,anxious,emphatic,99
799,76,26.25,31.28,Speaker 3,confused,emphatic,21
800,76,31.5,35.46,Speaker 1,angry,whisper,30
801,76,36.75,41.47,Speaker 1,sad,fast,50
802,76,42.0,45.84,Speaker 1,confused,monotone,6
803,76,47.25,50.97,N/A,happy,calm,33
804,76,52.5,57.15,Speaker 1,excited,hesitant,29
805,76,57.75,61.81,Speaker 3,confused,whisper,16
806,76,63.0,66.88,Speaker 2,neutral,calm,84
807,76,68.25,72.49,Speaker 3,confused,emphatic,111
808,76,73.5,78.03,Speaker 3,confused,fast,89
809,76,78.75,83.27,N/A,excited,monotone,81
810,77,0.0,4.11,Speaker 3,excited,hesitant,19
811,77,4.94,8.85,Speaker 1,angry,hesitant,36
812,77,9.88,14.04,Speaker 1,confused,laughing,61
813,77,14.82,18.73,N/A,anxious,monotone,29
814,77,19.76,24.4,Speaker 3,sad,emphatic,112
815,77,24.71,29.0,N/A,sad,fast,91
816,77,29.65,34.2,N/A,excited,fast,33
817,77,34.59,38.16,Speaker 2,anxious,hesitant,83
818,77,39.53,44.09,Speaker 3,excited,fast,109
819,77,44.47,48.03,Speaker 2,anxious,calm,81
820,77,49.41,53.55,N/A,anxious,whisper,79
821,77,54.35,58.54,Speaker 3,neutral,fast,6
822,77,59.29,64.19,Speaker 1,angry,calm,36
823,77,64.24,68.09,N/A,neutral,fast,11
824,77,69.18,72.86,N/A,sad,hesitant,53
825,77,74.12,78.04,N/A,frustrated,emphatic,89
826,77,79.06,83.69,Speaker 3,happy,laughing,96
827,78,0.0,3.0,Speaker 2,excited,laughing,56
828,78,4.07,7.22,Speaker 1,sad,emphatic,94
829,78,8.14,11.93,Speaker 2,confused,emphatic,87
830,78,12.21,16.23,Speaker 3,angry,whisper,93
831,78,16.27,19.17,Speaker 1,anxious,emphatic,81
832,78,20.34,23.56,Speaker 3,neutral,laughing,85
833,78,24.41,27.53,Speaker 1,sad,whisper,55
834,78,28.48,31.73,Speaker 2,anxious,monotone,15
835,78,32.55,35.88,Speaker 2,neutral,calm,74
836,78,36.62,40.42,N/A,angry,hesitant,98
837,78,40.69,43.64,Speaker 2,confused,calm,87
838,78,44.76,48.36,Speaker 1,neutral,hesitant,82
839,78,48.83,51.86,Speaker 1,angry,emphatic,29
840,78,52.89,56.13,Speaker 3,confused,whisper,24
841,78,56.96,59.84,N/A,frustrated,whisper,17
842,78,61.03,64.19,Speaker 1,confused,whisper,56
843,79,0.0,4.25,Speaker 2,happy,monotone,19
844,79,5.42,9.95,Speaker 3,frustrated,emphatic,0
845,79,10.85,15.91,N/A,angry,calm,79
846,79,16.27,21.47,Speaker 2,frustrated,whisper,8
847,79,21.7,26.57,N/A,sad,monotone,87
848,79,27.12,31.73,Speaker 2,anxious,hesitant,52
849,79,32.55,37.39,Speaker 1,happy,monotone,84
850,79,37.97,41.88,Speaker 2,angry,laughing,4
851,79,43.4,47.53,N/A,sad,calm,4
852,79,48.82,53.55,N/A,confused,monotone,79
853,79,54.25,59.19,Speaker 3,neutral,hesitant,28
854,79,59.67,64.46,Speaker 1,neutral,fast,83
855,80,0.0,6.79,Speaker 1,anxious,monotone,5
856,80,7.23,13.89,Speaker 3,happy,fast,66
857,80,14.47,19.74,Speaker 2,excited,fast,24
858,80,21.7,27.91,Speaker 2,angry,monotone,95
859,80,28.93,35.21,Speaker 1,frustrated,whisper,58
860,80,36.17,42.75,N/A,happy,fast,101
861,80,43.4,48.85,N/A,frustrated,whisper,20
862,80,50.63,56.86,N/A,frustrated,hesitant,70
863,80,57.87,65.08,Speaker 3,frustrated,emphatic,97
864,81,0.0,7.78,N/A,excited,calm,92
865,81,7.87,13.46,Speaker 3,neutral,monotone,17
866,81,15.73,23.58,Speaker 3,neutral,hesitant,28
867,82,0.0,4.6,Speaker 2,sad,hesitant,103
868,82,5.9,10.56,N/A,sad,whisper,9
869,82,11.8,17.21,N/A,angry,emphatic,105
870,82,17.7,23.42,Speaker 1,anxious,calm,93
871,83,0.0,7.56,Speaker 2,neutral,whisper,99
872,83,7.87,14.87,Speaker 1,anxious,monotone,5
873,83,15.73,21.99,Speaker 2,frustrated,monotone,89
874,84,0.0,3.16,Speaker 1,confused,monotone,95
875,84,4.27,7.32,N/A,anxious,calm,51
876,84,8.54,12.17,Speaker 2,angry,emphatic,71
877,84,12.81,16.05,N/A,sad,monotone,78
878,84,17.07,21.34,Speaker 2,sad,calm,34
879,84,21.34,25.33,Speaker 3,happy,calm,85
880,84,25.61,29.13,Speaker 3,frustrated,fast,41
881,84,29.88,33.31,Speaker 1,anxious,fast,44
882,84,34.15,37.93,N/A,angry,emphatic,5
883,84,38.42,42.59,Speaker 2,sad,whisper,47
884,84,42.69,45.88,Speaker 1,happy,whisper,6
885,84,46.96,50.26,Speaker 2,anxious,calm,43
886,84,51.22,55.1,Speaker 1,anxious,emphatic,60
887,84,55.49,58.51,Speaker 2,sad,fast,69
888,84,59.76,63.42,Speaker 3,confused,monotone,93
889,84,64.03,68.29,Speaker 1,excited,monotone,115
890,85,0.0,2.33,Speaker 1,happy,emphatic,84
891,85,3.25,5.79,Speaker 3,happy,calm,37
892,85,6.5,9.63,N/A,sad,emphatic,65
893,85,9.76,12.99,Speaker 1,frustrated,emphatic,110
894,85,13.01,15.87,Speaker 1,angry,fast,64
895,85,16.26,19.48,Speaker 1,neutral,fast,118
896,85,19.51,22.31,Speaker 3,confused,emphatic,95
897,85,22.77,25.2,Speaker 3,frustrated,hesitant,80
898,85,26.02,28.59,Speaker 3,neutral,whisper,32
899,85,29.27,32.41,Speaker 1,anxious,fast,19
900,85,32.52,35.13,N/A,angry,calm,93
901,85,35.78,38.43,Speaker 2,excited,fast,73
902,85,39.03,41.45,Speaker 3,frustrated,emphatic,69
903,85,42.28,44.69,Speaker 2,sad,laughing,17
904,85,45.53,48.11,Speaker 2,excited,laughing,18
905,85,48.79,51.7,Speaker 2,frustrated,calm,71
906,85,52.04,54.83,Speaker 1,angry,hesitant,107
907,85,55.29,58.43,Speaker 1,frustrated,emphatic,52
908,85,58.54,61.12,Speaker 3,angry,laughing,24
909,85,61.8,64.18,Speaker 2,neutral,laughing,78
910,85,65.05,67.93,Speaker 2,sad,fast,87
911,86,0.0,3.41,Speaker 2,neutral,emphatic,97
912,86,4.55,9.06,Speaker 3,excited,fast,95
913,86,9.11,13.21,Speaker 2,sad,calm,22
914,86,13.66,18.11,N/A,confused,whisper,41
915,86,18.21,22.58,Speaker 2,excited,emphatic,99
916,86,22.77,26.01,N/A,frustrated,emphatic,78
917,86,27.32,31.79,Speaker 1,happy,emphatic,58
918,86,31.87,36.19,Speaker 1,sad,monotone,68
919,86,36.43,40.15,Speaker 1,excited,monotone,97
920,86,40.98,45.03,Speaker 1,sad,hesitant,56
921,86,45.53,49.26,Speaker 3,anxious,emphatic,21
922,86,50.09,53.85,Speaker 1,angry,emphatic,106
923,86,54.64,58.71,Speaker 1,happy,fast,99
924,86,59.19,63.18,Speaker 2,excited,emphatic,41
925,86,63.75,67.55,Speaker 2,confused,monotone,114
926,87,0.0,5.54,Speaker 1,happy,calm,90
927,87,6.05,11.1,Speaker 3,happy,monotone,90
928,88,0.0,3.42,Speaker 2,angry,laughing,91
929,88,4.57,7.84,Speaker 3,anxious,whisper,98
930,88,9.14,13.65,Speaker 3,angry,calm,115
931,88,13.71,17.08,Speaker 2,neutral,monotone,97
932,88,18.27,21.82,N/A,confused,laughing,63
933,88,22.84,26.78,Speaker 1,confused,fast,27
934,88,27.41,31.42,N/A,confused,emphatic,56
935,88,31.98,35.29,Speaker 1,sad,monotone,35
936,88,36.55,40.59,Speaker 2,neutral,fast,18
937,88,41.12,44.39,Speaker 3,neutral,fast,109
938,88,45.68,48.93,Speaker 3,frustrated,calm,6
939,88,50.25,53.6,Speaker 2,angry,whisper,36
940,88,54.82,58.86,Speaker 2,confused,whisper,74
941,88,59.39,63.08,Speaker 1,happy,laughing,38
942,88,63.96,67.6,N/A,happy,laughing,54
943,88,68.53,72.88,Speaker 1,anxious,emphatic,17
944,88,73.09,76.46,Speaker 3,frustrated,monotone,52
945,88,77.66,81.58,Speaker 2,neutral,calm,73
946,88,82.23,86.43,Speaker 1,confused,whisper,88
947,89,0.0,6.28,N/A,confused,emphatic,103
948,89,7.1,12.45,Speaker 2,anxious,fast,0
949,89,14.2,19.42,N/A,happy,whisper,108
950,89,21.3,26.71,N/A,excited,calm,42
951,89,28.4,34.11,Speaker 2,neutral,whisper,25
952,89,35.5,41.94,Speaker 3,happy,hesitant,38
953,89,42.6,48.65,Speaker 3,neutral,calm,87
954,89,49.7,55.38,N/A,neutral,laughing,22
955,90,0.0,5.04,Speaker 3,confused,laughing,104
956,90,5.68,10.36,Speaker 1,anxious,monotone,92
957,90,11.36,16.49,Speaker 1,sad,monotone,87
958,90,17.04,21.58,Speaker 3,happy,fast,35
959,90,22.72,28.13,Speaker 3,excited,whisper,68
960,90,28.4,33.81,N/A,angry,monotone,14
961,90,34.08,39.53,Speaker 3,frustrated,whisper,4
962,90,39.76,44.2,Speaker 1,confused,fast,47
963,90,45.44,50.19,Speaker 3,sad,monotone,38
964,90,51.12,55.39,Speaker 3,neutral,laughing,25
965,91,0.0,4.78,N/A,anxious,laughing,41
966,91,6.31,11.0,Speaker 1,angry,fast,92
967,91,12.62,17.11,N/A,happy,calm,39
968,91,18.93,25.12,Speaker 1,frustrated,emphatic,113
969,91,25.24,29.75,Speaker 3,neutral,monotone,97
970,91,31.56,36.56,Speaker 2,frustrated,fast,24
971,91,37.87,42.83,Speaker 3,confused,whisper,15
972,91,44.18,49.11,Speaker 2,anxious,calm,1
973,91,50.49,56.72,Speaker 1,sad,monotone,44
974,92,0.0,3.29,N/A,neutral,calm,49
975,92,4.45,7.64,N/A,excited,fast,90
976,92,8.9,12.81,N/A,frustrated,hesitant,42
977,92,13.35,17.56,Speaker 1,confused,monotone,16
978,93,0.0,6.21,Speaker 2,anxious,hesitant,50
979,93,6.31,11.08,Speaker 3,frustrated,emphatic,62
980,93,12.62,17.1,N/A,happy,hesitant,61
981,93,18.93,24.22,Speaker 2,anxious,laughing,44
982,93,25.24,30.81,Speaker 2,happy,emphatic,104
983,93,31.56,37.33,Speaker 1,frustrated,monotone,83
984,93,37.87,42.42,Speaker 3,confused,emphatic,75
985,93,44.18,49.38,Speaker 2,angry,emphatic,49
986,93,50.49,55.03,Speaker 2,excited,laughing,55
987,94,0.0,5.38,Speaker 2,anxious,emphatic,8
988,94,5.68,10.68,N/A,frustrated,emphatic,82
989,94,11.36,16.46,Speaker 1,sad,laughing,17
990,94,17.04,22.53,Speaker 1,angry,whisper,19
991,94,22.72,27.47,Speaker 3,excited,monotone,73
992,94,28.4,33.14,Speaker 2,frustrated,hesitant,72
993,94,34.08,39.41,Speaker 3,excited,whisper,117
994,94,39.76,44.32,Speaker 1,neutral,monotone,65
995,94,45.44,50.1,Speaker 2,anxious,calm,47
996,94,51.12,56.63,Speaker 1,neutral,whisper,71
997,95,0.0,3.91,N/A,sad,whisper,22
998,95,4.76,8.77,Speaker 2,excited,laughing,118
999,95,9.52,13.37,N/A,angry,hesitant,111
1000,95,14.28,18.57,Speaker 2,neutral,calm,82
1001,95,19.05,22.4,N/A,excited,fast,10
1002,95,23.81,27.34,N/A,confused,laughing,89
1003,95,28.57,32.77,N/A,angry,emphatic,65
